open_time,open,high,low,close,volume,close_time,Signal,SignalTrade,AfterCare,RiskTrigger
2025-06-22 23:48:00,99319.6,99323.1,99316.7,99323.1,1.696,2025-06-22 23:48:59.999000,,,,
2025-06-22 23:49:00,99319.8,99539.1,99319.8,99348.6,158.891,2025-06-22 23:49:59.999000,,,,
2025-06-22 23:50:00,99348.5,99349.4,99318.0,99328.4,7.791,2025-06-22 23:50:59.999000,,,,
2025-06-22 23:51:00,99324.1,99339.0,99314.0,99330.1,9.214,2025-06-22 23:51:59.999000,,,,
2025-06-22 23:52:00,99330.5,99341.5,99320.1,99322.4,15.596,2025-06-22 23:52:59.999000,,,,
2025-06-22 23:53:00,99320.3,99335.7,99143.6,99146.4,34.305,2025-06-22 23:53:59.999000,,,,
2025-06-22 23:54:00,99143.7,99197.3,99143.2,99187.7,7.644,2025-06-22 23:54:59.999000,,,,
2025-06-22 23:55:00,99187.7,99187.7,99169.1,99184.9,6.477,2025-06-22 23:55:59.999000,,,,
2025-06-22 23:56:00,99184.9,99197.7,99182.4,99186.8,5.997,2025-06-22 23:56:59.999000,,,,
2025-06-22 23:57:00,99186.8,99190.0,99159.9,99159.9,5.776,2025-06-22 23:57:59.999000,,,,
2025-06-22 23:58:00,99160.0,99352.1,99076.2,99084.7,99.643,2025-06-22 23:58:59.999000,,,,
2025-06-22 23:59:00,99084.7,99194.2,98802.6,98893.4,208.349,2025-06-22 23:59:59.999000,,,,
2025-06-23 00:00:00,98893.4,99052.8,98800.0,99034.2,107.879,2025-06-23 00:00:59.999000,,,,
2025-06-23 00:01:00,99029.9,99034.2,98981.4,98981.4,24.334,2025-06-23 00:01:59.999000,,,,
2025-06-23 00:02:00,98982.2,99038.0,98860.0,98917.7,31.455,2025-06-23 00:02:59.999000,,,,
2025-06-23 00:03:00,98920.1,98984.6,98875.9,98984.6,22.579,2025-06-23 00:03:59.999000,,,,
2025-06-23 00:04:00,98984.5,99024.9,98973.9,99009.6,16.752,2025-06-23 00:04:59.999000,,,,
2025-06-23 00:05:00,99011.4,99118.8,99007.8,99118.7,30.9,2025-06-23 00:05:59.999000,,,,
2025-06-23 00:06:00,99118.7,99175.0,99118.7,99158.4,24.155,2025-06-23 00:06:59.999000,,,,
2025-06-23 00:07:00,99158.4,99180.2,99156.0,99166.4,12.145,2025-06-23 00:07:59.999000,,,,
2025-06-23 00:08:00,99166.2,99166.4,99119.2,99127.8,12.215,2025-06-23 00:08:59.999000,,,,
2025-06-23 00:09:00,99129.2,99297.5,99127.8,99229.5,45.375,2025-06-23 00:09:59.999000,,,,
2025-06-23 00:10:00,99229.5,99233.2,99187.7,99192.5,19.296,2025-06-23 00:10:59.999000,,,,
2025-06-23 00:11:00,99193.1,99205.6,99082.2,99082.2,30.708,2025-06-23 00:11:59.999000,,,,
2025-06-23 00:12:00,99082.3,99088.5,98960.0,98960.0,20.361,2025-06-23 00:12:59.999000,,,,
2025-06-23 00:13:00,98960.0,99064.6,98947.8,99042.1,16.732,2025-06-23 00:13:59.999000,,,,
2025-06-23 00:14:00,99039.1,99039.1,98937.4,98937.6,33.941,2025-06-23 00:14:59.999000,,,,
2025-06-23 00:15:00,98937.6,98955.1,98935.2,98947.9,5.061,2025-06-23 00:15:59.999000,,,,
2025-06-23 00:16:00,98940.1,98940.4,98908.1,98908.1,12.956,2025-06-23 00:16:59.999000,,,,
2025-06-23 00:17:00,98908.1,98910.7,98821.3,98833.1,21.004,2025-06-23 00:17:59.999000,,,,
2025-06-23 00:18:00,98835.6,98861.2,98611.4,98824.2,452.018,2025-06-23 00:18:59.999000,,,,
2025-06-23 00:19:00,98824.2,98824.2,98799.6,98814.8,8.431,2025-06-23 00:19:59.999000,,,,
2025-06-23 00:20:00,98820.0,98918.6,98817.2,98918.6,11.5,2025-06-23 00:20:59.999000,,,,
2025-06-23 00:21:00,98918.6,99101.6,98917.1,98938.8,209.337,2025-06-23 00:21:59.999000,,,,
2025-06-23 00:22:00,98938.8,98938.8,98903.8,98903.8,16.475,2025-06-23 00:22:59.999000,,,,
2025-06-23 00:23:00,98903.4,98914.2,98829.4,98829.4,27.459,2025-06-23 00:23:59.999000,,,,
2025-06-23 00:24:00,98831.9,98835.7,98664.3,98664.3,57.318,2025-06-23 00:24:59.999000,,,,
2025-06-23 00:25:00,98666.8,98725.8,98571.9,98651.4,56.597,2025-06-23 00:25:59.999000,,,,
2025-06-23 00:26:00,98651.4,98692.9,98648.9,98692.9,20.612,2025-06-23 00:26:59.999000,,,,
2025-06-23 00:27:00,98692.9,98758.6,98692.9,98725.5,26.042,2025-06-23 00:27:59.999000,,,,
2025-06-23 00:28:00,98725.5,98820.4,98707.8,98766.5,30.577,2025-06-23 00:28:59.999000,,,,
2025-06-23 00:29:00,98766.2,98821.7,98758.2,98799.9,10.736,2025-06-23 00:29:59.999000,,,,
2025-06-23 00:30:00,98797.7,98799.9,98758.2,98774.1,12.532,2025-06-23 00:30:59.999000,,,,
2025-06-23 00:31:00,98774.1,98818.8,98765.1,98818.8,5.042,2025-06-23 00:31:59.999000,,,,
2025-06-23 00:32:00,98818.3,98946.4,98818.0,98888.1,39.67,2025-06-23 00:32:59.999000,,,,
2025-06-23 00:33:00,98888.1,99088.6,98720.9,98803.1,329.481,2025-06-23 00:33:59.999000,,,,
2025-06-23 00:34:00,98785.2,98825.9,98747.9,98790.0,22.885,2025-06-23 00:34:59.999000,,,,
2025-06-23 00:35:00,98789.9,98884.4,98788.5,98884.4,39.459,2025-06-23 00:35:59.999000,,,,
2025-06-23 00:36:00,98884.4,99092.1,98878.9,98974.9,82.312,2025-06-23 00:36:59.999000,,,,
2025-06-23 00:37:00,98974.9,99091.0,98973.6,99073.6,11.983,2025-06-23 00:37:59.999000,,,,
2025-06-23 00:38:00,99073.6,99123.2,99069.5,99123.1,20.217,2025-06-23 00:38:59.999000,,,,
2025-06-23 00:39:00,99123.1,99206.3,99108.6,99200.1,21.918,2025-06-23 00:39:59.999000,,,,
2025-06-23 00:40:00,99200.1,99297.0,99187.7,99222.8,36.201,2025-06-23 00:40:59.999000,,,,
2025-06-23 00:41:00,99225.5,99225.6,99157.7,99167.3,15.793,2025-06-23 00:41:59.999000,,,,
2025-06-23 00:42:00,99168.8,99371.6,99126.1,99202.8,71.635,2025-06-23 00:42:59.999000,,,,
2025-06-23 00:43:00,99202.8,99227.4,99195.4,99222.7,8.968,2025-06-23 00:43:59.999000,,,,
2025-06-23 00:44:00,99227.3,99298.6,99219.5,99228.6,7.404,2025-06-23 00:44:59.999000,,,,
2025-06-23 00:45:00,99228.6,99228.6,99228.6,99228.6,0.0,2025-06-23 00:45:59.999000,,,,
2025-06-23 00:46:00,99228.6,99228.6,99228.6,99228.6,0.0,2025-06-23 00:46:59.999000,,,,
2025-06-23 00:47:00,99228.6,99228.6,99228.6,99228.6,0.0,2025-06-23 00:47:59.999000,,,,
2025-06-23 00:48:00,99228.6,99228.6,99228.6,99228.6,0.0,2025-06-23 00:48:59.999000,,,,
2025-06-23 00:49:00,99228.6,99228.6,99228.6,99228.6,0.0,2025-06-23 00:49:59.999000,,,,
2025-06-23 00:50:00,99228.6,99228.6,99228.6,99228.6,0.0,2025-06-23 00:50:59.999000,,,,
2025-06-23 00:51:00,99228.6,99228.6,99228.6,99228.6,0.0,2025-06-23 00:51:59.999000,,,,
2025-06-23 00:52:00,99228.6,99228.6,99228.6,99228.6,0.0,2025-06-23 00:52:59.999000,,,,
2025-06-23 00:53:00,99228.6,99228.6,99228.6,99228.6,0.0,2025-06-23 00:53:59.999000,,,,
2025-06-23 00:54:00,99228.6,99228.6,99228.6,99228.6,0.0,2025-06-23 00:54:59.999000,,,,
2025-06-23 00:55:00,99228.6,99228.6,99228.6,99228.6,0.0,2025-06-23 00:55:59.999000,,,,
2025-06-23 00:56:00,99228.6,99228.6,99228.6,99228.6,0.0,2025-06-23 00:56:59.999000,,,,
2025-06-23 00:57:00,99228.6,99228.6,99228.6,99228.6,0.0,2025-06-23 00:57:59.999000,,,,
2025-06-23 00:58:00,99228.6,99228.6,99228.6,99228.6,0.0,2025-06-23 00:58:59.999000,,,,
2025-06-23 00:59:00,99228.6,99228.6,99228.6,99228.6,0.0,2025-06-23 00:59:59.999000,,,,
2025-06-23 01:00:00,99228.6,99228.6,99228.6,99228.6,0.0,2025-06-23 01:00:59.999000,,,,
2025-06-23 01:01:00,99228.6,99228.6,99228.6,99228.6,0.0,2025-06-23 01:01:59.999000,,,,
2025-06-23 01:02:00,99228.6,99228.6,99228.6,99228.6,0.0,2025-06-23 01:02:59.999000,,,,
2025-06-23 01:03:00,99228.6,99228.6,99228.6,99228.6,0.0,2025-06-23 01:03:59.999000,,,,
2025-06-23 01:04:00,99228.6,99228.6,99228.6,99228.6,0.0,2025-06-23 01:04:59.999000,,,,
2025-06-23 01:05:00,99228.6,99228.6,99228.6,99228.6,0.0,2025-06-23 01:05:59.999000,,,,
2025-06-23 01:06:00,99228.6,99228.6,99228.6,99228.6,0.0,2025-06-23 01:06:59.999000,,,,
2025-06-23 01:07:00,99228.6,99228.6,99228.6,99228.6,0.0,2025-06-23 01:07:59.999000,,,,
2025-06-23 01:08:00,99228.6,99228.6,99228.6,99228.6,0.0,2025-06-23 01:08:59.999000,,,,
2025-06-23 01:09:00,99228.6,99228.6,99228.6,99228.6,0.0,2025-06-23 01:09:59.999000,,,,
2025-06-23 01:10:00,99228.6,99228.6,99228.6,99228.6,0.0,2025-06-23 01:10:59.999000,,,,
2025-06-23 01:11:00,99228.6,99228.6,99228.6,99228.6,0.0,2025-06-23 01:11:59.999000,,,,
2025-06-23 01:12:00,99228.6,99228.6,99228.6,99228.6,0.0,2025-06-23 01:12:59.999000,,,,
2025-06-23 01:13:00,99228.6,99228.6,99228.6,99228.6,0.0,2025-06-23 01:13:59.999000,,,,
2025-06-23 01:14:00,99228.6,99228.6,99228.6,99228.6,0.0,2025-06-23 01:14:59.999000,,,,
2025-06-23 01:15:00,99228.6,99228.6,99228.6,99228.6,0.0,2025-06-23 01:15:59.999000,,,,
2025-06-23 01:16:00,99228.6,99228.6,99228.6,99228.6,0.0,2025-06-23 01:16:59.999000,,,,
2025-06-23 01:17:00,99228.6,99228.6,99228.6,99228.6,0.0,2025-06-23 01:17:59.999000,,,,
2025-06-23 01:18:00,99228.6,99228.6,99228.6,99228.6,0.0,2025-06-23 01:18:59.999000,,,,
2025-06-23 01:19:00,99228.6,99228.6,99228.6,99228.6,0.0,2025-06-23 01:19:59.999000,,,,
2025-06-23 01:20:00,99077.7,99423.2,99077.7,99423.1,3.685,2025-06-23 01:20:59.999000,,,,
2025-06-23 01:21:00,99423.1,100218.7,99228.6,99672.3,1275.96,2025-06-23 01:21:59.999000,,,,
2025-06-23 01:22:00,99672.3,99672.3,99659.1,99665.5,6.766,2025-06-23 01:22:59.999000,,,,
2025-06-23 01:23:00,99665.6,99665.6,99660.6,99662.2,3.26,2025-06-23 01:23:59.999000,,,,
2025-06-23 01:24:00,99662.2,99662.2,99568.6,99568.6,14.329,2025-06-23 01:24:59.999000,,,,
2025-06-23 01:25:00,99568.6,99580.5,99539.9,99548.4,17.14,2025-06-23 01:25:59.999000,,,,
2025-06-23 01:26:00,99548.4,99551.5,99484.2,99495.6,11.942,2025-06-23 01:26:59.999000,,,,
2025-06-23 01:27:00,99495.6,99507.5,99480.7,99504.8,14.419,2025-06-23 01:27:59.999000,,,,
2025-06-23 01:28:00,99504.8,99504.8,99426.1,99426.1,5.643,2025-06-23 01:28:59.999000,,,,
2025-06-23 01:29:00,99417.9,99435.2,99400.0,99427.4,6.349,2025-06-23 01:29:59.999000,,,,
2025-06-23 01:30:00,99427.4,99590.2,99403.4,99589.0,16.585,2025-06-23 01:30:59.999000,,,,
2025-06-23 01:31:00,99589.0,99628.8,99587.3,99628.8,16.695,2025-06-23 01:31:59.999000,,,,
2025-06-23 01:32:00,99628.8,99639.7,99626.3,99629.0,9.458,2025-06-23 01:32:59.999000,,,,
2025-06-23 01:33:00,99629.0,99638.9,99629.0,99634.0,4.692,2025-06-23 01:33:59.999000,,,,
2025-06-23 01:34:00,99639.9,99718.7,99633.1,99718.7,19.709,2025-06-23 01:34:59.999000,,,,
2025-06-23 01:35:00,99718.7,99738.8,99718.3,99738.8,6.192,2025-06-23 01:35:59.999000,,,,
2025-06-23 01:36:00,99738.8,99749.7,99737.8,99740.8,10.995,2025-06-23 01:36:59.999000,,,,
2025-06-23 01:37:00,99740.7,99746.5,99739.9,99746.5,5.372,2025-06-23 01:37:59.999000,,,,
2025-06-23 01:38:00,99746.5,99767.9,99746.5,99759.0,2.211,2025-06-23 01:38:59.999000,,,,
2025-06-23 01:39:00,99759.0,99769.6,99756.4,99756.4,3.319,2025-06-23 01:39:59.999000,,,,
2025-06-23 01:40:00,99756.7,99766.1,99756.4,99756.4,3.833,2025-06-23 01:40:59.999000,,,,
2025-06-23 01:41:00,99758.0,99760.3,99756.4,99756.4,5.398,2025-06-23 01:41:59.999000,,,,
2025-06-23 01:42:00,99756.5,99760.3,99665.0,99665.1,10.698,2025-06-23 01:42:59.999000,,,,
2025-06-23 01:43:00,99665.1,99671.7,99506.0,99508.7,12.242,2025-06-23 01:43:59.999000,,,,
2025-06-23 01:44:00,99508.7,99565.1,99505.0,99565.1,9.904,2025-06-23 01:44:59.999000,,,,
2025-06-23 01:45:00,99565.1,99596.8,99561.1,99588.1,6.8,2025-06-23 01:45:59.999000,,,,
2025-06-23 01:46:00,99587.3,99642.6,99587.3,99642.6,6.79,2025-06-23 01:46:59.999000,,,,
2025-06-23 01:47:00,99642.6,99652.8,99619.4,99621.8,18.921,2025-06-23 01:47:59.999000,,,,
2025-06-23 01:48:00,99616.5,99625.8,99389.1,99394.0,31.562,2025-06-23 01:48:59.999000,,,,
2025-06-23 01:49:00,99389.2,99484.0,99386.0,99483.9,24.542,2025-06-23 01:49:59.999000,,,,
2025-06-23 01:50:00,99482.8,99499.0,99477.0,99492.1,8.298,2025-06-23 01:50:59.999000,,,,
2025-06-23 01:51:00,99492.0,99492.1,99434.0,99472.2,15.783,2025-06-23 01:51:59.999000,,,,
2025-06-23 01:52:00,99472.2,99498.7,99471.5,99498.7,8.193,2025-06-23 01:52:59.999000,,,,
2025-06-23 01:53:00,99498.7,99540.2,99497.9,99539.9,4.691,2025-06-23 01:53:59.999000,,,,
2025-06-23 01:54:00,99539.9,99551.2,99539.9,99551.2,4.926,2025-06-23 01:54:59.999000,,,,
2025-06-23 01:55:00,99549.1,99551.3,99547.0,99547.0,4.851,2025-06-23 01:55:59.999000,,,,
2025-06-23 01:56:00,99547.1,99547.4,99506.6,99508.9,5.273,2025-06-23 01:56:59.999000,,,,
2025-06-23 01:57:00,99506.7,99525.9,99506.6,99507.4,6.099,2025-06-23 01:57:59.999000,,,,
2025-06-23 01:58:00,99507.4,99511.0,99497.2,99497.2,3.703,2025-06-23 01:58:59.999000,,,,
2025-06-23 01:59:00,99497.2,99500.3,99429.5,99433.0,3.593,2025-06-23 01:59:59.999000,,,,
2025-06-23 02:00:00,99432.0,99504.2,99431.9,99460.4,33.435,2025-06-23 02:00:59.999000,,,,
2025-06-23 02:01:00,99460.4,99665.3,99452.3,99531.5,93.268,2025-06-23 02:01:59.999000,,,,
2025-06-23 02:02:00,99535.6,99574.2,99523.4,99566.6,45.729,2025-06-23 02:02:59.999,,,,
2025-06-23 02:03:00,99559.2,99567.6,99551.2,99552.0,3.364,2025-06-23 02:03:59.999000,,,,
2025-06-23 02:04:00,99552.0,99751.9,99552.0,99660.8,170.059,2025-06-23 02:04:59.999000,,,,
2025-06-23 02:05:00,99661.1,99842.5,99635.4,99666.4,108.795,2025-06-23 02:05:59.999000,,,,
2025-06-23 02:06:00,99666.6,99666.6,99650.3,99655.5,1.682,2025-06-23 02:06:59.999000,,,,
2025-06-23 02:07:00,99649.1,99664.2,99527.2,99527.3,18.457,2025-06-23 02:07:59.999000,,,,
2025-06-23 02:08:00,99527.3,99534.8,99466.8,99506.7,19.9,2025-06-23 02:08:59.999000,,,,
2025-06-23 02:09:00,99506.7,99538.7,99506.7,99513.7,8.054,2025-06-23 02:09:59.999000,,,,
2025-06-23 02:10:00,99513.7,99517.4,99454.0,99482.3,28.971,2025-06-23 02:10:59.999000,,,,
2025-06-23 02:11:00,99482.3,99482.3,99474.8,99474.8,5.928,2025-06-23 02:11:59.999000,,,,
2025-06-23 02:12:00,99475.9,99477.1,99462.9,99470.4,6.552,2025-06-23 02:12:59.999000,,,,
2025-06-23 02:13:00,99470.8,99622.2,99357.7,99371.1,68.961,2025-06-23 02:13:59.999000,,,,
2025-06-23 02:14:00,99371.1,99380.9,99371.1,99378.6,3.934,2025-06-23 02:14:59.999000,,,,
2025-06-23 02:15:00,99378.5,99378.6,99344.4,99346.2,4.658,2025-06-23 02:15:59.999000,,,,
2025-06-23 02:16:00,99346.2,99358.7,99345.2,99354.9,7.279,2025-06-23 02:16:59.999000,,,,
2025-06-23 02:17:00,99354.9,99354.9,99344.6,99349.4,3.737,2025-06-23 02:17:59.999000,,,,
2025-06-23 02:18:00,99351.3,99570.6,99351.3,99411.7,66.354,2025-06-23 02:18:59.999000,,,,
2025-06-23 02:19:00,99413.7,99591.6,99411.7,99513.5,66.69,2025-06-23 02:19:59.999000,,,,
2025-06-23 02:20:00,99513.4,99517.0,99421.2,99421.2,8.532,2025-06-23 02:20:59.999000,,,,
2025-06-23 02:21:00,99415.4,99436.0,99413.5,99430.7,6.743,2025-06-23 02:21:59.999000,,,,
2025-06-23 02:22:00,99430.4,99434.7,99366.3,99383.4,11.352,2025-06-23 02:22:59.999000,,,,
2025-06-23 02:23:00,99383.4,99383.8,99347.5,99354.4,13.299,2025-06-23 02:23:59.999000,,,,
2025-06-23 02:24:00,99354.4,99414.1,99354.4,99408.3,3.599,2025-06-23 02:24:59.999000,,,,
2025-06-23 02:25:00,99413.3,99427.4,99412.3,99413.2,6.161,2025-06-23 02:25:59.999000,,,,
2025-06-23 02:26:00,99413.2,99439.2,99413.2,99439.2,5.078,2025-06-23 02:26:59.999000,,,,
2025-06-23 02:27:00,99439.2,99510.1,99433.1,99468.6,14.775,2025-06-23 02:27:59.999000,,,,
2025-06-23 02:28:00,99468.6,99531.0,99468.6,99505.5,6.505,2025-06-23 02:28:59.999000,,,,
2025-06-23 02:29:00,99505.5,99535.0,99484.6,99484.7,21.349,2025-06-23 02:29:59.999000,,,,
2025-06-23 02:30:00,99484.7,99485.3,99468.6,99468.6,13.665,2025-06-23 02:30:59.999000,,,,
2025-06-23 02:31:00,99468.6,99478.9,99467.5,99469.9,5.163,2025-06-23 02:31:59.999000,,,,
2025-06-23 02:32:00,99469.9,99471.5,99447.1,99447.2,3.883,2025-06-23 02:32:59.999000,,,,
2025-06-23 02:33:00,99447.2,99458.6,99314.0,99335.8,33.635,2025-06-23 02:33:59.999000,,,,
2025-06-23 02:34:00,99336.0,99336.4,99310.8,99319.4,6.1,2025-06-23 02:34:59.999000,,,,
2025-06-23 02:35:00,99310.0,99327.4,99309.9,99327.4,6.767,2025-06-23 02:35:59.999000,,,,
2025-06-23 02:36:00,99327.4,99351.5,99317.4,99351.5,4.841,2025-06-23 02:36:59.999000,,,,
2025-06-23 02:37:00,99351.6,99373.6,99342.3,99366.8,7.279,2025-06-23 02:37:59.999000,,,,
2025-06-23 02:38:00,99366.9,99373.3,99366.6,99366.6,2.8,2025-06-23 02:38:59.999000,,,,
2025-06-23 02:39:00,99368.0,99499.5,99366.6,99481.7,41.703,2025-06-23 02:39:59.999000,,,,
2025-06-23 02:40:00,99480.1,99481.7,99472.4,99481.7,5.743,2025-06-23 02:40:59.999000,,,,
2025-06-23 02:41:00,99481.7,99534.0,99470.4,99517.7,16.011,2025-06-23 02:41:59.999000,,,,
2025-06-23 02:42:00,99517.8,99521.1,99517.7,99519.2,4.664,2025-06-23 02:42:59.999000,,,,
2025-06-23 02:43:00,99518.6,99530.7,99518.5,99530.7,2.949,2025-06-23 02:43:59.999000,,,,
2025-06-23 02:44:00,99530.7,99558.9,99530.7,99558.9,16.848,2025-06-23 02:44:59.999000,,,,
2025-06-23 02:45:00,99558.9,99758.3,99557.6,99570.1,82.856,2025-06-23 02:45:59.999000,,,,
2025-06-23 02:46:00,99564.8,99569.7,99518.5,99518.6,11.987,2025-06-23 02:46:59.999000,,,,
2025-06-23 02:47:00,99518.7,99531.7,99518.6,99520.1,3.632,2025-06-23 02:47:59.999000,,,,
2025-06-23 02:48:00,99519.7,99524.3,99518.7,99518.7,5.114,2025-06-23 02:48:59.999000,,,,
2025-06-23 02:49:00,99518.7,99531.2,99518.6,99531.1,9.331,2025-06-23 02:49:59.999000,,,,
2025-06-23 02:50:00,99531.1,99609.1,99531.1,99584.6,16.272,2025-06-23 02:50:59.999000,,,,
2025-06-23 02:51:00,99584.6,99595.6,99565.3,99595.6,13.194,2025-06-23 02:51:59.999000,,,,
2025-06-23 02:52:00,99595.6,99794.6,99592.6,99654.8,47.542,2025-06-23 02:52:59.999000,,,,
2025-06-23 02:53:00,99654.8,99695.7,99653.6,99695.7,7.736,2025-06-23 02:53:59.999000,,,,
2025-06-23 02:54:00,99695.7,99695.7,99494.2,99646.5,38.583,2025-06-23 02:54:59.999000,,,,
2025-06-23 02:55:00,99642.8,99642.8,99600.8,99602.4,5.917,2025-06-23 02:55:59.999000,,,,
2025-06-23 02:56:00,99603.5,99608.0,99497.0,99500.3,7.336,2025-06-23 02:56:59.999000,,,,
2025-06-23 02:57:00,99492.6,99492.6,99466.0,99466.1,5.274,2025-06-23 02:57:59.999000,,,,
2025-06-23 02:58:00,99466.1,99467.0,99392.6,99410.0,10.385,2025-06-23 02:58:59.999000,,,,
2025-06-23 02:59:00,99410.1,99410.1,99374.3,99377.0,1.421,2025-06-23 02:59:59.999000,,,,
2025-06-23 03:00:00,99377.0,99383.1,99361.5,99378.7,7.018,2025-06-23 03:00:59.999000,,,,
2025-06-23 03:01:00,99378.7,99388.9,99375.6,99387.9,8.135,2025-06-23 03:01:59.999000,,,,
2025-06-23 03:02:00,99387.9,99395.0,99360.9,99361.0,15.037,2025-06-23 03:02:59.999000,,,,
2025-06-23 03:03:00,99368.0,99368.0,99350.4,99350.4,1.987,2025-06-23 03:03:59.999000,,,,
2025-06-23 03:04:00,99350.6,99351.2,99228.6,99239.1,10.494,2025-06-23 03:04:59.999000,,,,
2025-06-23 03:05:00,99229.7,99250.8,99174.7,99175.2,10.508,2025-06-23 03:05:59.999000,,,,
2025-06-23 03:06:00,99175.2,99175.6,99049.2,99050.0,26.807,2025-06-23 03:06:59.999000,,,,
2025-06-23 03:07:00,99049.2,99186.0,99048.0,99186.0,49.615,2025-06-23 03:07:59.999000,,,,
2025-06-23 03:08:00,99186.0,99186.0,99186.0,99186.0,0.004,2025-06-23 03:08:59.999000,B,,,
2025-06-23 03:09:00,99313.2,99381.8,99303.5,99365.7,27.123,2025-06-23 03:09:59.999000,,,,
2025-06-23 03:10:00,99365.7,99367.1,99365.4,99365.5,0.426,2025-06-23 03:10:59.999000,B,,,
2025-06-23 03:11:00,99365.5,99368.3,99240.3,99240.3,8.201,2025-06-23 03:11:59.999000,,T,,
2025-06-23 03:12:00,99240.4,99243.9,99232.4,99243.9,2.536,2025-06-23 03:12:59.999000,,T,,
2025-06-23 03:13:00,99168.5,99168.5,99168.5,99168.5,0.151,2025-06-23 03:13:59.999000,,,,
